word,countAll
QUO,2
VOTING,2
HOT,2
SPECULATION,2
DOCUMENTATION,2
RRS1,2
DISSOLVED,2
DEFECTIVE2,2
AFTERNOON,2
PHOSPHOSPHINGOLIPIDS,2
PSEUDOZYMA,2
APHIDIS,2
TURBIDIMETRY,2
ARISING,2
EQUIVALENCE,2
ADF/COFILIN,2
RBGD2,2
RBGD4,2
CONDENSE,2
TRA,2
HOLE,2
GOLVEN,2
MULTILOCATION,2
BNCHIMERA,2
PHANU,2
SERIVICHYASWAT,2
KAI,2
BARTUSCH,2
MELNYK,2
BOTANISTS,2
BST1P,2
BIOGENESIS1,2
CDB1,2
BDPIF4/5C,2
APB,2
TOOLSET,2
TGN/EARLY,2
PRU2,2
LEUCIN,2
EJM,2
UNLOADING,2
AUXIN/CYTOKININ,2
TRIGONELLINE,2
ESTERASES/LIPASES,2
SPMARKER,2
BEECH,2
TUA6,2
AUTOREGULATION,2
NANOMETER,2
DILATION,2
SPE,2
COSMIC,2
GCR,2
XH,2
DLO,2
BCGR1,2
YMD,2
OBE2,2
HAC1,2
HAM1,2
BIPOLAR,2
POSSIBLY,2
CBF4/DREB1D,2
COLLUMELLA,2
CYCLOPHILIN28,2
P139,2
POLYP,2
QUEEN,2
S56A,2
HISTIDINOL,2
TAEIF2,2
ΑP,2
EIF2,2
PREINITIATION,2
PHOSPHOMIMETIC,2
MPOMT,2
ERIODICTYOL,2
AML4,2
P197F,2
G655S,2
OLIV,2
MSZF,2
PERSULFIDE,2
HARDWARE,2
GAL4/UAS,2
ORTHOGONAL,2
UAS,2
RESEMBLANCE,2
EC1,2
SLBBX20/21,2
TST1,2
BSP,2
INACTIVE,2
FTSHI5,2
CIRCUMNUTATIONS,2
SLEAP,2
MGFP6,2
SSLSI,2
SHLSI,2
R570,2
SBLSI,2
ACETYLHYDROLASE,2
SSOAH1,2
DEACETYLASE15,2
GAMETANGIOPHORES,2
MPDELLA,2
KUNTZE,2
LGT,2
NOTEWORTHY,2
SPHSFS,2
ANDROGRAPHOLIDE,2
EPIGBS,2
BISMARK,2
MANUAL,2
DEMRNA,2
DELNCRNA,2
DECIRCRNA,2
CYMBOPOGON,2
PABN3,2
CL15,2
COMBINATORIAL,2
DSGS,2
SCGID1,2
SLCRCA,2
BAM1/BAM2,2
MEE32,2
SLIS,2
ABI5/MYB30,2
UBIQUITINATES,2
ZMJAZS,2
REGENERATION1/DORNRÖSCHEN,2
REGENERATION1,2
ESR1,2
/DORNRÖSCHEN,2
DRN,2
ESR1/DRN,2
NAD5,2
PRETRANSCRIPTS,2
:CFM6,2
IMPROPER,2
GLYCOSIDASES,2
MCH/H3K9ME,2
DENATURATION,2
THAI,2
ABF4,2
SUFFRUTICOSA,2
DES1,2
SACLCD,2
SACLCF,2
SACLCG,2
CLAN,2
DEFL,2
IGY,2
COMPARE,2
RBR,2
RSL1,2
P62,2
TWIST,2
GHIPCS1,2
PHYTOSPH,2
OHFA,2
GHSTL1,2
MBP21,2
NOD26,2
MARNERAL,2
LCI,2
KAI2A,2
CESTA,2
CES/BEE,2
GA110,2
CORCHORUS,2
JUTE,2
SYNERGISM,2
STORABILITY,2
SLCER3,2
S4,2
HCF244,2
GSTF11,2
GSTU20,2
NANOSHEETS,2
LAYERED,2
HEMILEIA,2
LYP,2
DOGMA,2
GDC,2
A/T,2
BKK1,2
GBPG12,2
OSEIL1,2
SLGCN5,2
SLWUS,2
GK,2
CCO,2
PROKARYOTIC,2
HEALTHY,2
COINOCULATION,2
PHYTOSTRIP,2
AGO18,2
ANAEROBIC,2
PROTEINICLASTICUM,2
SEDIMENT,2
SUBACON,2
ORG/,2
CPL2,2
CBF2,2
AVMYB48,2
AVMYB4,2
PHOSPHORIBOHYDROLASE,2
CGT,2
ENOD93,2
INRA,2
PERMISSIVE,2
OSBC1L8,2
BIONTS,2
NPR3/4,2
TYLCCNB,2
ΒC1,2
EU,2
POLICIES,2
CΒ,2
TYR81,2
MISTARGETING,2
CSTCP4,2
CUBENSE,2
WEBINARS,2
HLH,2
PCAMBIA1302,2
GST3,2
RICINOLEIC,2
CAKE,2
ATTRE1S,2
TRE1,2
INTERCALATED,2
PXC3,2
ALG3,2
PHGAP1PHGAP2,2
CNGC14,2
OASTLC,2
REX1,2
GMNINA,2
STF1/2,2
LYR,2
SDH2,2
REPELLENT,2
PROTEIN17,2
CONTIGUITY,2
COMPLETENESS,2
CHANNEL2,2
HP1,2
H3K9/K27,2
TRV:00,2
INQUIRY,2
LANOLIN,2
CORRESPONDENCE,2
BAMBUSOIDEAE,2
VESICULO,2
DIAMIDINO,2
PHENYLINDOLE,2
CALCOFLUOR,2
WRKY41,2
DEVELOPMENT/ABORTION,2
KAPP,2
AMIR23,2
ATMCCA,2
EUBACTERIA,2
CUC2CUC3,2
COL1,2
DUF760,2
UVR,2
DUF151,2
HUGZ/DUF2470,2
CSAABI3AVP1,2
CELLS/TISSUES,2
MND1,2
ANTHRANILATE,2
PDX1,2
INTERSTITIAL,2
EXITRON,2
MBD4L,2
PHOTOINACTIVATION,2
SYT5,2
BARCODING,2
EMIT,2
OTP970,2
:TCP13OX,2
TCP13PRO,2
LOB,2
HARSH,2
FIRMICUTES,2
BACTEROIDETES,2
CONDUCIVE,2
ALONG,2
MURASHIGE,2
SKOOG,2
ADRENODOXIN,2
ACONITASE3,2
REPROGRAMING,2
EPL1A,2
ZINC71820901,2
LYN3,2
EPIGALLOCATECHIN,2
FLAGELLUM,2
PERSICUS,2
FLAVEDO,2
DENA,2
DE1,2
ENVIRON,2
PORTAL,2
SYG1,2
PHO81,2
XPR1,2
SPLICED,2
CLASP_N,2
STE20,2
CBL9,2
PP2C9,2
GAAP4,2
AT3G04220,2
FLAVOPROTEIN/ELECTRON,2
ZN6,2
PROCAMBIAL,2
WASHING,2
MIM775,2
SAG29,2
DIPLOIDISATION,2
LOTR1,2
ATXR5,2
RAYR,2
MULTIMERIZATION,2
GARE,2
ATEAF1,2
CAPACITOR,2
ELECTROSPRAY,2
MELANAPHIS,2
SACCHARI,2
BIOTYPE,2
PASSIONATE,2
CLSY3,2
TOMEI,2
HYPERPARAMETER,2
TASCAN,2
OUTPERFORMS,2
DIAGNOSIS,2
PRAF/RLD,2
NEUTRALIZATION,2
WEBSERVER,2
P2CG,2
LLHSFA4,2
TUNAC69,2
LKS1/CIPK23,2
RETRO,2
MTP10,2
DNMSI1,2
AKT,2
ITGA6/PI3K/AKT,2
HALIDE,2
SNUCATAC,2
EXPERIMENTATION,2
PHOSPHORIBOSYLPYROPHOSPHATE,2
RH31,2
ANDHN,2
FINGERPRINTS,2
RETROPOSITION,2
CDKG2/SUD6,2
PHYLOSTRATIGRAPHY,2
BC2F2,2
INVINH1,2
PDI9,2
HSFB1,2
HSE,2
HARBORING,2
MECHANORECEPTORS,2
QUATERNARY,2
FULLERENE,2
ELAEIS,2
GUINEENSIS,2
JACQ,2
MDHY5,2
MDBZIP44,2
MDERF38,2
MDBZIP44/MDERF38,2
RETICULATA,2
/5,2
GHFYF,2
BOXCAR,2
EDS1/PAD4,2
PREINVASIVE,2
APPRESSORIUM,2
SYRINGAE2,2
RECOVERS,2
INSOLUBLE,2
GALACTURONIC,2
PROVES,2
CGF,2
PARVULIN,2
ALTERNATA,2
RHODCL,2
MCF,2
LFTPS,2
GOGAT,2
ANTICIPATED,2
MITOTIC,2
EXECUTER2,2
TIER,2
EWAS,2
SCOPOLIN,2
PUB22,2
PUB23,2
BINNING,2
NUTSHELL,2
IMIDAZOLINONE,2
ATG18,2
POTYVIRIDAE,2
HTP,2
N8,2
UPEX1,2
A6,2
PRASIL1,2
RPOA,2
BIOSAMPLES,2
TRANSSULFURATION,2
CBLP,2
PPRALF2,2
BDKAI2,2
ATPDI2/5,2
CRT1,2
CRT1/2,2
SAFE,2
THALIALA,2
SPARE,2
GMCBP60A,2
EXOME,2
CLEL,2
EXPOSITION,2
LEA48,2
FLAME,2
FID,2
PBBNB,2
IV–RDR2,2
T3S4,2
YCF10,2
DLDG1,2
MPTPC3,2
MPTPCS,2
TPC2,2
TPC3,2
PBL34,2
PBL35,2
PBL36,2
BAM3,2
VREVIN3,2
HETEROCHROMATINIZATION,2
EVD,2
FLGAG,2
SHGAG,2
CMID,2
MEDAL,2
FLAVONOLIGNANS,2
BRAKER,2
VALIDATE,2
SNCRNAS,2
LVMYB5,2
ECC_FINDER,2
SOLE,2
MYB85,2
TILL,2
C3HC4,2
VDEPG1,2
ORTHO,2
PO,2
LINOLEIC,2
FU,2
OVERPROLIFERATION,2
WRITING,2
EPIDEMIOLOGY,2
RAMACHANDRAN,2
GLV6/GLV10,2
PLT5,2
GLV6/10,2
CYCLOOXYGENASES,2
FIS1A,2
LOH1,2
LOH3,2
D18:0,2
GRAPHIC,2
NBD,2
UNDERPINS,2
SIZ/PIAS,2
ZMSIZ1A,2
ZMSIZ1B,2
ZMSIZ1C,2
RTCB,2
UNFERTILIZED,2
LTRE15,2
SUPERIOR,2
WS2,2
CFU,2
INSERTIONAL,2
AUX/,2
REALIZATION,2
PTXD,2
ASSIST,2
KARYOGAMY,2
MWH/YEAR,2
CMLHP1,2
SDGS,2
FLORESCENCE,2
MEDIATOR16,2
PPIN3,2
IMPLY,2
TALIM,2
CPK4,2
D6/8/9,2
D6/9,2
TOPLESS/TOPLESS,2
TPR4,2
LESSER,2
THIGMOTROPISM,2
ANHEJ,2
EXODERMIS,2
FIRMNESS,2
PHT4,2
ENDOPHYTISM,2
PCWDES,2
DISCRIMINATE,2
DREB3,2
RSZ21B,2
INDUCED1,2
RETICULATE,2
YUCASIN,2
SAMBAC,2
ADE/LAC,2
DISSIMILATION,2
ATANN3,2
TATOE1,2
PTCP5,2
PROMOTED,2
LAYING,2
ADDGENE,2
NRG1B,2
TRUNCATED,2
BISTABILITY,2
VERBENACEAE,2
PDH,2
OCTO,2
MDBBX21,2
CSABF,2
FACING,2
VIRE3,2
OSSPL28,2
ELM1,2
DRP3A,2
BRIGHT,2
MOORP1,2
BIOACCUMULATION,2
STATIONARYOT,2
E2FE,2
METHYLATION/DEMETHYLATION,2
CYCLODIPHOSPHATE,2
ELICITING,2
HPOT,2
NET,2
HTPP,2
G3,2
GHRALFS,2
PROTEOSOME,2
NCSGRNA,2
BELOW,2
MIR168A,2
F74A,2
ANXUR1/2,2
MARISR240C,2
HDZIP,2
LAMINAR,2
B8,2
SLOFP20,2
ABNORMALITY,2
XYLOSIDASE1,2
R27,2
TM3,2
FRUITFULL1,2
ST024,2
CBL2/3,2
SER35,2
ACTIVATION/DEACTIVATION,2
YU,2
HEXADECATRIENOIC,2
PAGC3H17,2
AGO10A,2
AGO10B,2
AGO5,2
ORGANOPHOSPHATE,2
CHLOROPHYTA,2
REGULATOR1,2
SWE,2
CINNAMOMI,2
CRABAPPLE,2
UBC22,2
TETRAPLOIDIZATION,2
LOR,2
MΑ,2
MΒ,2
MΓ,2
CIPK3/9/23/26,2
ACCESSORIES,2
ANAESTHETIC,2
GVA,2
KU70,2
BROUSSONETIA,2
PAPYRIFERA,2
GMMYB46,2
XANTHOSINE,2
ANTENNAE,2
ELIP2,2
WITH100,2
OPENALEA,2
GUI,2
POSTEMBRYONIC,2
OSXAT5,2
XYXT,2
GT11,2
CMOFP13,2
HIDE,2
PITH,2
ILR1,2
INFLAMMASOME,2
JAO,2
CAMPESTEROL,2
MEAL,2
CORYNEBACTERIUM,2
CGDHDPS,2
ASP325,2
ASP344,2
NJAU4742,2
TATB1,2
CBF123,2
HLC,2
:PAP1,2
OSMOSTRESS,2
RIBOSYLTRANSFERASE,2
O'KANE,2
DIVERTS,2
LUTEUS,2
PRAPP,2
WHIRLY2,2
HVWHIRLY1,2
BYPASSING,2
EPIMUTAGENESIS,2
GALIANA,2
FENJIAO,2
EIL4,2
POTENTIATION,2
DECAPPING1,2
WILDFLOWER,2
JUST,2
MRM,2
STAEM5,2
HAWAIIAN,2
SKIRT,2
TRIGALACTOSYLDIACYLGLYCEROL,2
IREW1,2
IGPD,2
OLE3,2
CPT3,2
TENDER,2
SCRAMBLING,2
MCO,2
AT3G25240,2
SULFONYL,2
CARDOON,2
NUTRACEUTICALS,2
VDAC1,2
PARAMETRIC,2
NUTCRACKER,2
WISE,2
HCF145,2
EXHIBITING,2
Y1211,2
BRA032670,2
ARRE,2
SENECIO,2
CRUENTUS,2
D3G,2
SCMYB6,2
MIR775OX,2
PAVHY5,2
PAVCIG,2
ZJSEP3,2
ARR5,2
PICORNAVIRUS,2
QE,2
PPV,2
SARG,2
CYPPDK,2
PROTOTYPIC,2
TIMER,2
TWEEN,2
HOMEMADE,2
POFT,2
MYB70,2
QUINOL,2
GRADUAL,2
SUBPROCESSES,2
FORMATIVE,2
'COMBINATION,2
ATALA7,2
HOLO,2
KINASE/PHOSPHATASE,2
AIDV2,2
ADEQUATE,2
GOSSYPOL,2
AIOSC1,2
CCKAT2,2
COMPOSITAE,2
DE3,2
REGIA,2
JRGST4,2
JRGST7,2
JRGST8,2
JRGSTF8,2
JRGST11,2
JRGST12,2
ΜG/G,2
LAMPS,2
DAMPENING,2
FALCIPARUM,2
PPWOX13L,2
WIND2,2
WIND3,2
TAE,2
NANOPESTICIDES,2
NANOCLUSTERING,2
GLUCURONIDATION,2
GLCAT14A,2
GLCAT14B,2
GLCAT14C,2
YB/C,2
PHG,2
TLT,2
PSGS,2
NAC013,2
WHIRLY3,2
AVRPTO,2
SLRIPK,2
SLRIN4,2
VERTICES,2
NFS1,2
MONTANA,2
VMSYT3,2
TIMELINE,2
COUNTERACTION,2
TRIKETONE,2
QUINOXALINE,2
VICINITY,2
INTOLERANT,2
ZCAS9I,2
BIOGENIC,2
EMITTERS,2
AT1G12290,2
BRG1,2
CAUGT3,2
TEBICHI,2
MMDH,2
K334,2
PHMFT,2
PHFT,2
BASILICUM,2
BELBAHRII,2
RABIES,2
SOLAR,2
RRM1,2
CIF2,2
GSO1,2
ORIENTED,2
VERTICAL,2
PROCEEDING,2
MICROGRAPH,2
INACCURACY,2
YUC4,2
PRUNE,2
PDV,2
INFECTING,2
MACROALGA,2
FUKUMOTO,2
PRIEST,2
KAPPAPHYCUS,2
ALVAREZII,2
DOTY,2
LIAO,2
SOLIERIACEAE,2
PNEUMONIAE,2
VIBRIO,2
STREPTOCOCCUS,2
PYOGENES,2
KCAL/MOL,2
ANTIBACTERIAL,2
SPADC1,2
SPADC2,2
MENDELIAN,2
ATPGF,2
PERCEPTRON,2
INTELLIGENCE,2
SUT,2
ESCULIN,2
INQUIRIES,2
HUANG,2
RADSEQ,2
S97,2
RW,2
LIMB,2
MEL,2
ADDITIVE,2
PYRAZINE,2
DIMETHYLPYRAZINE,2
TANRX,2
ATNRX1,2
PUBMED,2
CIDREB3,2
TRAF/MATH,2
NSE2,2
SAG1,2
CLINICAL,2
TOXOPLASMOSIS,2
NPH3/RPT2,2
SCINTILLATION,2
PERIODIC,2
OBTAINING,2
KF,2
STABLY,2
DISCRETE,2
NSPDOT,2
HVDOT,2
PHYTOHORMONAL,2
ICG,2
RHF,2
BGH,2
GMNIMIN1,2
THYMINE,2
P1P2,2
SUCTION,2
CUSTOMIZATION,2
SUMOYLOME,2
BLUEBERRIES,2
STUART,2
LANDAU,2
CADPR,2
RRFLS,2
RRANR,2
ANTISDR,2
NPH,2
BACK,2
FBN1S,2
FULLY,2
CIK2/3/4/5/6,2
PHOTORESPONSES,2
ELLAGITANNIN,2
FLAT,2
ORIENT,2
WARRANT,2
KINEMATICS,2
INTERMITTENT,2
MECHANOSTIMULATION,2
MULTIPLEXED,2
CONYZA,2
MYOB,2
DEEPSIGNAL,2
YERSINIA,2
HEXAPHOSPHATE,2
TAC1,2
I/II,2
MILLETTIA,2
WNK8,2
HETEROSTYLY,2
MUTUALLY,2
CEREUS,2
BOMYB113,2
BOMYBL2,2
BASIPETAL,2
AGRAVITROPISM,2
ADTS,2
TRACHEOPHYTES,2
SWAPPING,2
GIR,2
NYMPHAEA,2
ANTIMYCIN,2
COAST,2
BULLIFORM,2
ZRT,2
OVERLAY,2
/RPW8,2
MERIT,2
POP6/LHGR,2
LEAKINESS,2
BENZOQUINONE,2
INK,2
REPLICA,2
VESICULATION,2
TPIRT1,2
TPIRT1A,2
TAGETES,2
DAMAGED,2
GAT1_2,2
HXXHH,2
CHROMATOGRAMS,2
CIPK14,2
FYPP3,2
NPQ4,2
TOXICOS,2
CONE,2
PTDAL1,2
MUTAROTATION,2
ALDOSE,2
ANOMER,2
EXINE2,2
FLATTENING,2
LAX1,2
DEEPLEARNMOR,2
SER91,2
PHOTOACCLIMATION,2
C2S2M2,2
C2S2,2
TSSM,2
PEC1/2,2
PEC,2
FLS2/BAK1,2
SENTENCE,2
ROPGEF3,2
ICR1,2
OE/ATF5H,2
MG·G,2
TRANSAMIDASE,2
PHSL,2
GRP94,2
ERDJ3A,2
METABOLISM/PHOTOSYNTHESIS,2
PICC,2
TRANSMISSIBILITY,2
IRONMAN,2
IMA1,2
SCD,2
LPCAT,2
PGP19,2
DHT,2
BRON,2
ACEPHALA,2
GHGASA10,2
CYANODERMELLA,2
CHEMODIVERSITY,2
PDI9/10/11,2
ATRALF,2
HSP23,2
ISOBARIC,2
PELAC20,2
PROTEIN6,2
CK1S/AELS,2
PBRMPK18,2
XDH1,2
HSFA6A,2
MYB102,2
QSB,2
MULTIVESICULAR,2
RECTIFICATION,2
RECTIFIER,2
K191R,2
R195K,2
GSTUS,2
CKΓ,2
GTE9,2
GTE11,2
STEPPE,2
EXAM,2
ENGINE,2
MDUBQ10,2
ARA7,2
PRENYLATION,2
HDX,2
GERANYLGERANYLATION,2
ELMOD,2
ECT3,2
ABAL,2
CROTONALDEHYDE,2
HEXENAL,2
ACETALDEHYDE,2
PHYA'/PHYA″,2
CARBOXYMETHYLATION,2
AT4G36470,2
ILR3,2
FROZEN,2
HCAR,2
AMERICAN,2
BEAUTYBERRY,2
AFRICAN,2
HUMID,2
GLYCOLYSIS/GLUCONEOGENESIS,2
RWTN,2
TAA1/TAR,2
CDIA,2
PEX7,2
MYXOSPERMY,2
CSNRT3,2
CPTI,2
FILLER,2
CUT/PASTE,2
PROTEOMEXCHANGE,2
HYDROXYISOBUTYLATION,2
ATGA20OX2,2
TRANSIENTLY,2
IRT3,2
ZIP9,2
INTRODUCTORY,2
ARGUMENTS,2
DELTOIDS,2
MOCNCH,2
ZMAGA1,2
MSTS,2
ERD6,2
MONOLAYER,2
WDR,2
BN,2
MEGACOMPLEXES,2
PERCOLL,2
OSNAC1,2
HRE1,2
TAWRKY13,2
ODDITY,2
FOUND,2
PPAP1,2
PPAP3,2
PPSEP3,2
DISCOVERER,2
SERK4,2
C3H2C3,2
METABOLISATION,2
BX3,2
STEROIDAL,2
SPECIALISM,2
CONFORMER,2
CAUSING,2
MPBES1,2
PENTANONE,2
NONANOL,2
ISOVALERATE,2
CLCD,2
CLCF,2
STRUCTURED,2
MUS81,2
MULOCDEEP,2
ASCOMYCETE,2
LSM4,2
DTX5,2
MINC00344,2
NULG1A,2
OCTADECANOID,2
OSACBP6,2
TUBERCULOSUM,2
DISRUPTORS,2
CURATED,2
MATGA8,2
LENTICEL,2
SPECIFIES,2
DYNAMISM,2
EURASIA,2
KLUH,2
ZMSLAC1,2
ABCG36,2
ABCG37,2
HYPOCOTYLE,2
S23,2
DOCOSAHEXAENOIC,2
MUFA,2
FETUS,2
CEN1,2
OSNIP2,2
RESUPPLY,2
DEPLOY,2
FENNEL,2
GM6PGDH1,2
PULPING,2
ZMMATE6,2
LUFAD2A,2
LUFAD3A,2
AUTOTETRAPLOIDY,2
SEQUENTIAL,2
IBR1,2
FLUOROGENIC,2
PHAN9,2
PIGMENT1,2
SPOLAR,2
PROXIES,2
EXO84,2
NEMATOTOXIC,2
ELF18,2
EREMOCHLOA,2
OPHIUROIDES,2
MUNRO,2
HACK,2
NRPC7,2
RNAPIIS2P,2
BRACK/TRAMTRACK/BROAD,2
PPMAX2,2
THIOREDOXIN1,2
LA6MA,2
AL6MA,2
LSTM,2
LANDOLTIA,2
DFO,2
PHS1/ATREC114,2
CRYPTO,2
ADENYLYL,2
CYP76AH1,2
ARGAN,2
CTL,2
ACTUALLY,2
BPHB,2
BPH,2
ABASIC,2
PHOSPHORIBOSYLTRANSFERASE,2
QPRT,2
AMI1,2
DUF1117,2
SIMPLIFICATION,2
IMMOBILITY,2
ΔF,2
PHOSPHOGLYCOLATE,2
NBRI,2
REGULATATION,2
BBX7/8,2
AT3G58450,2
SWOLLEN,2
INSULTS,2
TOFIELDIAE,2
PARPS/PARGS,2
PARP2,2
STOKES,2
CONCERTED,2
REFINE,2
MIR167A,2
ARAPORT11,2
BACKCROSS,2
SER490,2
IMPLEMENTS,2
COOPERATIVE,2
SEGS,2
UGT79B7,2
UBC19,2
TWO,2
ECTOPICALLY,2
CAM4,2
'ERASER,2
TWJ,2
OSLUX,2
ATHSP70,2
CALMODULIN7,2
NICTABA,2
FRK1,2
NANOWELL,2
INTERIOR,2
CTAGA,2
OCOTILLOL,2
OCT,2
OLEANANE,2
FPP,2
AIF2,2
PEAMT,2
SNI1,2
SY2,2
GMTCF1A,2
ATTCF1,2
PREINCUBATION,2
PHYCOCYANOBILIN,2
MESOCARP,2
KJC1,2
MANNANASE,2
/DEHYDRATION,2
ST2A,2
INSERTIONS/DELETIONS,2
POLQ,2
'SCATTERED,2
MEETING,2
CPNAC68,2
ADH1,2
ADH,2
PARARETROVIRUS,2
THO,2
ALY,2
TEX1,2
PATAGONIA,2
EMB2726,2
MYCOIDES,2
ANNA,2
DICE,2
INTERVENING,2
ADJUSTING,2
LYSOPHOSPHOLIPIDS,2
CYCLOPHILIN38,2
/ANTIOXIDANT,2
HY4,2
BLIND,2
E330,2
HV,2
WRKY4,2
COG,2
PROXIMO,2
SCAB,2
BENTONITE,2
ADSORBENT,2
LID,2
OSMOT1,2
WAVEFRONT,2
HYPOPHYSIS,2
/H,2
L62,2
KLUN,2
HEXADECYLAMINE,2
MIR825,2
PG9,2
ATPNG1,2
ATPNG1P,2
TRANSGLUTAMINASE,2
MEDAKA,2
NG/ML,2
REGENERATING,2
MSCML46,2
NDR2,2
NDR4,2
VIP1,2
NDR8,2
GEMMALINGS,2
AMES1,2
CYCLIZATION,2
DERAILMENT,2
SPOROPHYTIC,2
ATMYB7,2
ACERIFOLIA,2
PAFDL1,2
PAFDL2,2
PAFDL,2
SCALMT1,2
/HETERODIMERIZATION,2
CONJECTURES,2
KEYWORDS,2
VIGOUR,2
ORGAN/TISSUE,2
ENOLPYRUVYLSHIKIMATE,2
SLOWING,2
XII,2
FLESH,2
MALECTIN/MALECTIN,2
M/MLD,2
TIMECOURSE,2
INAPERTURATE,2
POLLEN1,2
SORFS,2
GHORE1,2
LCXTH19,2
HOPA1,2
BILLION,2
OLD,2
CRAL_TRIO,2
GALUNISERTIB,2
MORPHOTYPES,2
AAP,2
LASSO,2
TAFBK,2
NRC,2
CRY1/CRY2,2
RDS2,2
UGT84B1,2
BKI1/MAKR,2
MACROELEMENT,2
KAS2,2
CALPAT2A,2
CALPAT2B,2
ACTIN2/8,2
MONOUBIQUITYLATION,2
METHOXYTRYPTAMIN,2
CSTLP8,2
HSA,2
UPF1,2
UPF3,2
DGT,2
ATXXT1/2/4,2
REFRACTION,2
BEAMLINE,2
FACILITY,2
HUTCH,2
OSPHR2,2
SLPHT1,2
MORPHOGEN,2
RADIALISATION,2
SOD2,2
J163,2
CVHSFA2,2
NBHSFA2,2
VITALBA,2
SPIRIT,2
MORC7,2
RAB8B,2
T4SS,2
XYLOGEN,2
XYLP,2
ANNEALING,2
BIO3,2
TRIACYLGLYCERIDES,2
IMPARTS,2
HINDRANCE,2
ATFTSHI3,2
ZMC2,2
E183,2
SULFONE,2
ESCRTIII,2
B05,2
PCP,2
DOR3,2
TRAILING,2
GENETICISTS,2
GENECHIP,2
GHFD1,2
GHFD3,2
RH85,2
CYS154,2
FRACTAL,2
SPIRAL,2
S267,2
C137,2
WELFARE,2
FLAGELLA,2
GMPIN1B,2
ILLUSTRATE,2
PV04,2
EQUISETIFOLIA,2
ISPA,2
DASH,2
PTERIS,2
VITTATA,2
PLASTICITIES,2
PROTON1,2
CARH,2
STEREODON,2
COACERVATION,2
NURSE,2
BOLITA,2
MLP37347,2
PWNAC11,2
SECRETOME,2
NAC102,2
SWEET2,2
ARGUE,2
REI,2
DSRMS,2
BRANCHPOINT,2
KANAMYCIN,2
V/L,2
Q/I,2
CUCURBITACEAE,2
TENDRIL,2
ERIOBOTRYA,2
DANFENG,2
AIM12,2
EAGLE,2
C19,2
ZMGA2OX1,2
ZMGA2OX3,2
ZMGA2OX7,2
MYB77,2
EVOKE,2
SDJ1,2
SDJ3,2
INTRON1,2
CSERF,2
CNX1E,2
INP,2
ACEX1,2
GNA,2
HELIOTROPIC,2
∆RAP,2
BENZOTHIADIAZOLE,2
CNGC15,2
FRESHWATER,2
BISPHOSPHOGLYCERATE,2
IPGAM2,2
COWANII,2
QUARANTINE,2
SHIPMENT,2
QQQ,2
SANGER,2
HSFA,2
HSFC,2
EMARGINATA,2
SINOCALYCANTHUS,2
CALYCANTHACEAE,2
H4K8,2
ETM,2
BBX18,2
AAC,2
DOMAIN/AGL,2
TGMI,2
BVHMA3,2
BVNRAMP3,2
TUMTP11,2
COMPETITIVENESS,2
MOUTHPARTS,2
DETERRENCE,2
LIPAPHIS,2
ERYSIMI,2
ELONGATE,2
EXPORTIN5,2
DAMPING,2
OLA,2
RPB2,2
HOMOPROPARGYLGLYCINE,2
HPG,2
BONCAT,2
GHLOG3,2
GHLOG3_AT,2
SANSHOOLS,2
SUM1/2,2
SIN3,2
FARM,2
CLEOMACEAE,2
PNSB3,2
MSD1,2
WDR8,2
MPC1,2
SPAQ,2
CAPITULUM,2
TESEP,2
SMMYB1,2
CCS52,2
WAT1,2
SER267,2
S267A,2
S267D,2
ES6,2
SUSSEX,2
NLP6,2
CAT3,2
AGG3,2
SPURS,2
CHS2,2
CORVET,2
HOPS/CORVET,2
INCISION,2
EARLIER,2
AUX2,2
RCR,2
DEOXYRIBONUCLEIC,2
DNAZYME,2
SNAZYME,2
DCC,2
OSCMT3B,2
TISSUE/ORGAN,2
GMBTP1,2
GMGER1,2
MANURE,2
ARB,2
STPUBS,2
BRC1/2,2
HORIZONTAL,2
SLC4,2
GENOVESER,2
SPORANGIA,2
INSERTS,2
LMWRKY16,2
LIKE12,2
PRESSURIZATION,2
NANOINDENTATION,2
FOCN,2
HSP22,2
MYB106,2
PROTEGENS,2
ABI1/2,2
CAPSORUBIN,2
CAPSAICINOIDS,2
PHOSPHOETHANOLAMINE/PHOSPHOCHOLINE,2
NTJAZ,2
NTJAZ2B,2
NTPMT1A,2
NTMYC2A,2
COMPOSITE,2
SICEPS,2
FRO7,2
FLEA,2
BISULPHITE,2
OKRA,2
OLEIN,2
OPO,2
PTBZR1,2
PTWNDS,2
VARYING,2
CYANOTOXIN,2
MNT5H2,2
MNSNAT5,2
MNCOMT1,2
GLUCURONIC,2
W/X,2
FLA14,2
RWA3,2
DIRECTIONAL,2
TUBULAR,2
NOISYR,2
MQ1,2
MICROSECOND,2
NUDC,2
HIERARCHICAL,2
MLO4,2
NSLTPS,2
THHSFA1,2
HP65B,2
SULFOQUINOVOSYLDIACYLGLYCEROL,2
GLCADG,2
MYB5,2
HEC1,2
BES/BZR,2
RHAMNOGALACTURONATE,2
COMPACT,2
DISPLACES,2
ATCEP14,2
CRINKLY4,2
TRANSPORTABILITY,2
SLACR6,2
RCM1,2
ABS6/ATIQD16,2
MONOMETHYL,2
SIXTEEN,2
AT4CL2,2
PRESCIENT,2
PARALOGY,2
CHRONOLOGY,2
CONGRUENT,2
FBA6,2
GSDES1,2
FDC2,2
NLP8,2
